"hourcombo","unitbox","yday","year","f_rfid","m_rfid","Offset","Limit","Hour","FemFeed","MalFeed","FemTotal","MalTotal","dayhour","Offhour","date","temp","dew","wdir","wspeed","wgust","statpress","skycov","vis","weather","prec","prec_x","Individual_Band","Experiment","Treatment","f_age","jlaydate","Nest_Fate","Nest_Fate_Date",".fledged","Clutch_Size","Brood_Size_Hatching","Day6_Brood_Mass","Brood_Size_Day6","bk","bkc","positive","bka_date","Plasma_Analyzed"
"1_105-159-13","1_105",159,2019,"04198E9F39","04195A5B3C",5,55.5,13,13,NA,57,NA,"159-13","5-13",2019-06-08,25.55555556,41,"NNE",8.1,0,737.87,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-159-14","1_105",159,2019,"04198E9F39","04195A5B3C",5,55.5,14,12,NA,92,NA,"159-14","5-14",2019-06-08,26.11111111,43,"Vrb",3.5,0,737.616,0,9,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-159-15","1_105",159,2019,"04198E9F39","04195A5B3C",5,55.5,15,11,NA,85,NA,"159-15","5-15",2019-06-08,27.22222222,45,"Vrb",3.5,0,737.616,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-159-16","1_105",159,2019,"04198E9F39","04195A5B3C",5,55.5,16,9,NA,50,NA,"159-16","5-16",2019-06-08,25.55555556,48,"WNW",8.1,0,737.362,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-159-17","1_105",159,2019,"04198E9F39","04195A5B3C",5,55.5,17,11,NA,48,NA,"159-17","5-17",2019-06-08,23.88888889,46,"W",8.1,0,737.362,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-159-18","1_105",159,2019,"04198E9F39","04195A5B3C",5,55.5,18,12,NA,54,NA,"159-18","5-18",2019-06-08,23.88888889,50,"NW",4.6,0,737.616,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-159-19","1_105",159,2019,"04198E9F39","04195A5B3C",5,55.5,19,16,NA,41,NA,"159-19","5-19",2019-06-08,22.22222222,59,"calm",0,0,737.87,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-159-20","1_105",159,2019,"04198E9F39","04195A5B3C",5,55.5,20,19,NA,86,NA,"159-20","5-20",2019-06-08,16.11111111,55,"calm",0,0,737.87,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-160-5","1_105",160,2019,"04198E9F39","04195A5B3C",6,55.5,5,17,NA,32,NA,"160-5","6-5",2019-06-09,12.77777778,50,"E",5.8,0,739.902,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-160-6","1_105",160,2019,"04198E9F39","04195A5B3C",6,55.5,6,13,NA,53,NA,"160-6","6-6",2019-06-09,16.11111111,52,"E",3.5,0,740.156,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-160-7","1_105",160,2019,"04198E9F39","04195A5B3C",6,55.5,7,10,NA,56,NA,"160-7","6-7",2019-06-09,18.33333333,52,"SE",4.6,0,740.41,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-160-8","1_105",160,2019,"04198E9F39","04195A5B3C",6,55.5,8,1,NA,5,NA,"160-8","6-8",2019-06-09,20,52,"SE",8.1,0,740.664,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-160-12","1_105",160,2019,"04198E9F39","04195A5B3C",6,55.5,12,16,NA,43,NA,"160-12","6-12",2019-06-09,25,54,"SE",10.4,0,739.648,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-160-13","1_105",160,2019,"04198E9F39","04195A5B3C",6,55.5,13,10,NA,31,NA,"160-13","6-13",2019-06-09,26.11111111,54,"Vrb",6.9,16.1,739.394,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-160-14","1_105",160,2019,"04198E9F39","04195A5B3C",6,55.5,14,14,NA,40,NA,"160-14","6-14",2019-06-09,27.22222222,54,"SE",12.7,18.4,738.886,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-160-15","1_105",160,2019,"04198E9F39","04195A5B3C",6,55.5,15,12,NA,42,NA,"160-15","6-15",2019-06-09,27.22222222,50,"SSE",12.7,0,738.632,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-160-16","1_105",160,2019,"04198E9F39","04195A5B3C",6,55.5,16,10,NA,38,NA,"160-16","6-16",2019-06-09,26.11111111,49,"SE",11.5,20.7,738.632,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-160-17","1_105",160,2019,"04198E9F39","04195A5B3C",6,55.5,17,7,NA,38,NA,"160-17","6-17",2019-06-09,26.11111111,48,"SE",10.4,17.3,738.378,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-160-18","1_105",160,2019,"04198E9F39","04195A5B3C",6,55.5,18,9,NA,26,NA,"160-18","6-18",2019-06-09,23.88888889,48,"SE",9.2,0,738.378,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-160-19","1_105",160,2019,"04198E9F39","04195A5B3C",6,55.5,19,9,NA,27,NA,"160-19","6-19",2019-06-09,23.33333333,51,"ESE",5.8,0,738.378,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-160-20","1_105",160,2019,"04198E9F39","04195A5B3C",6,55.5,20,9,NA,22,NA,"160-20","6-20",2019-06-09,20,52,"ESE",5.8,0,738.378,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-161-5","1_105",161,2019,"04198E9F39","04195A5B3C",7,36.5,5,20,NA,29,NA,"161-5","7-5",2019-06-10,16.11111111,43,"ESE",9.2,0,736.092,0.8,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-161-6","1_105",161,2019,"04198E9F39","04195A5B3C",7,36.5,6,11,NA,26,NA,"161-6","7-6",2019-06-10,16.11111111,43,"SE",10.4,16.1,736.092,0.8,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-161-7","1_105",161,2019,"04198E9F39","04195A5B3C",7,36.5,7,4,NA,14,NA,"161-7","7-7",2019-06-10,16.66666667,43,"ESE",8.1,0,735.838,0.8,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-161-8","1_105",161,2019,"04198E9F39","04195A5B3C",7,36.5,8,11,NA,28,NA,"161-8","7-8",2019-06-10,17.22222222,41,"SE",11.5,17.3,735.33,0.8,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-161-9","1_105",161,2019,"04198E9F39","04195A5B3C",7,36.5,9,8,NA,25,NA,"161-9","7-9",2019-06-10,17.77777778,43,"SE",10.4,0,734.822,0.8,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-161-10","1_105",161,2019,"04198E9F39","04195A5B3C",7,36.5,10,10,NA,23,NA,"161-10","7-10",2019-06-10,18.88888889,49,"SE",10.4,0,734.314,0.8,10,"clear",0.0127,"<0.0254","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-161-11","1_105",161,2019,"04198E9F39","04195A5B3C",7,36.5,11,4,NA,11,NA,"161-11","7-11",2019-06-10,17.77777778,55,"SSE",13.8,20.7,733.806,1,9,"light rain",0.0127,"<0.0254","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-161-15","1_105",161,2019,"04198E9F39","04195A5B3C",7,36.5,15,6,NA,13,NA,"161-15","7-15",2019-06-10,17.77777778,64,"SSE",10.4,0,731.774,1,6,"light rain fog/mist",0.1524,"0.1524","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-161-16","1_105",161,2019,"04198E9F39","04195A5B3C",7,36.5,16,13,NA,30,NA,"161-16","7-16",2019-06-10,19.44444444,65,"SSE",13.8,18.4,731.012,1,10,"clear",0.0127,"<0.0254","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-161-17","1_105",161,2019,"04198E9F39","04195A5B3C",7,36.5,17,11,NA,26,NA,"161-17","7-17",2019-06-10,18.88888889,64,"SSE",15,0,730.504,1,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-161-18","1_105",161,2019,"04198E9F39","04195A5B3C",7,36.5,18,6,NA,15,NA,"161-18","7-18",2019-06-10,17.77777778,64,"SE",8.1,0,729.996,1,10,"light rain",0.0127,"<0.0254","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-161-19","1_105",161,2019,"04198E9F39","04195A5B3C",7,36.5,19,8,NA,21,NA,"161-19","7-19",2019-06-10,18.33333333,65,"SSE",9.2,0,729.742,1,10,"light rain",0.0127,"<0.0254","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-161-20","1_105",161,2019,"04198E9F39","04195A5B3C",7,36.5,20,4,NA,10,NA,"161-20","7-20",2019-06-10,17.77777778,64,"SE",9.2,0,728.98,1,10,"light rain",0.1016,"0.1016","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-162-5","1_105",162,2019,"04198E9F39","04195A5B3C",8,36.5,5,11,NA,22,NA,"162-5","8-5",2019-06-11,12.77777778,52,"WNW",10.4,0,732.79,1,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-162-6","1_105",162,2019,"04198E9F39","04195A5B3C",8,36.5,6,14,NA,22,NA,"162-6","8-6",2019-06-11,12.77777778,52,"WNW",10.4,0,733.298,1,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-162-7","1_105",162,2019,"04198E9F39","04195A5B3C",8,36.5,7,8,NA,18,NA,"162-7","8-7",2019-06-11,12.77777778,51,"NW",10.4,24.2,733.806,1,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-162-9","1_105",162,2019,"04198E9F39","04195A5B3C",8,36.5,9,9,NA,15,NA,"162-9","8-9",2019-06-11,13.88888889,52,"NW",12.7,0,735.076,1,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-162-10","1_105",162,2019,"04198E9F39","04195A5B3C",8,36.5,10,13,NA,19,NA,"162-10","8-10",2019-06-11,15.55555556,50,"NW",17.3,25.3,735.33,0.8,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-162-11","1_105",162,2019,"04198E9F39","04195A5B3C",8,36.5,11,15,NA,22,NA,"162-11","8-11",2019-06-11,17.22222222,48,"NW",18.4,23,735.33,0.5,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-162-12","1_105",162,2019,"04198E9F39","04195A5B3C",8,36.5,12,10,NA,16,NA,"162-12","8-12",2019-06-11,17.77777778,48,"NNW",19.6,29.9,735.33,0.5,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-162-13","1_105",162,2019,"04198E9F39","04195A5B3C",8,36.5,13,10,NA,17,NA,"162-13","8-13",2019-06-11,18.88888889,48,"NW",19.6,29.9,735.33,0.5,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-162-14","1_105",162,2019,"04198E9F39","04195A5B3C",8,36.5,14,10,NA,24,NA,"162-14","8-14",2019-06-11,20,48,"WNW",23,26.5,735.584,0.5,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-162-15","1_105",162,2019,"04198E9F39","04195A5B3C",8,36.5,15,10,NA,23,NA,"162-15","8-15",2019-06-11,20,46,"NW",20.7,27.6,735.584,0.5,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-162-16","1_105",162,2019,"04198E9F39","04195A5B3C",8,36.5,16,10,NA,23,NA,"162-16","8-16",2019-06-11,18.88888889,48,"NNW",13.8,20.7,735.838,0.5,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-162-17","1_105",162,2019,"04198E9F39","04195A5B3C",8,36.5,17,6,NA,13,NA,"162-17","8-17",2019-06-11,18.88888889,46,"NNW",12.7,23,736.092,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-162-18","1_105",162,2019,"04198E9F39","04195A5B3C",8,36.5,18,15,NA,26,NA,"162-18","8-18",2019-06-11,17.77777778,45,"NNW",9.2,0,736.092,0.5,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-162-19","1_105",162,2019,"04198E9F39","04195A5B3C",8,36.5,19,16,NA,37,NA,"162-19","8-19",2019-06-11,17.22222222,46,"N",5.8,0,736.092,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-162-20","1_105",162,2019,"04198E9F39","04195A5B3C",8,36.5,20,20,NA,46,NA,"162-20","8-20",2019-06-11,12.22222222,48,"NE",3.5,0,736.092,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-162-21","1_105",162,2019,"04198E9F39","04195A5B3C",8,36.5,21,9,NA,25,NA,"162-21","8-21",2019-06-11,10,48,"calm",0,0,736.346,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-163-5","1_105",163,2019,"04198E9F39","04195A5B3C",9,36.5,5,8,NA,46,NA,"163-5","9-5",2019-06-12,7.222222222,45,"ENE",6.9,0,737.616,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-163-6","1_105",163,2019,"04198E9F39","04195A5B3C",9,36.5,6,12,NA,33,NA,"163-6","9-6",2019-06-12,8.888888889,46,"E",4.6,0,737.87,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-163-7","1_105",163,2019,"04198E9F39","04195A5B3C",9,36.5,7,10,NA,26,NA,"163-7","9-7",2019-06-12,12.77777778,49,"calm",0,0,738.124,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-163-8","1_105",163,2019,"04198E9F39","04195A5B3C",9,36.5,8,2,NA,7,NA,"163-8","9-8",2019-06-12,17.22222222,52,"SE",5.8,0,737.87,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-163-9","1_105",163,2019,"04198E9F39","04195A5B3C",9,36.5,9,9,NA,20,NA,"163-9","9-9",2019-06-12,17.77777778,50,"SSE",10.4,0,737.87,0.2,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-163-10","1_105",163,2019,"04198E9F39","04195A5B3C",9,36.5,10,11,NA,30,NA,"163-10","9-10",2019-06-12,19.44444444,48,"S",5.8,0,737.616,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-163-11","1_105",163,2019,"04198E9F39","04195A5B3C",9,36.5,11,8,NA,19,NA,"163-11","9-11",2019-06-12,21.11111111,50,"SE",11.5,0,737.108,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-163-12","1_105",163,2019,"04198E9F39","04195A5B3C",9,36.5,12,10,NA,26,NA,"163-12","9-12",2019-06-12,21.11111111,48,"SSE",13.8,17.3,736.6,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-163-13","1_105",163,2019,"04198E9F39","04195A5B3C",9,36.5,13,12,NA,28,NA,"163-13","9-13",2019-06-12,22.22222222,48,"SSE",6.9,0,735.838,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-163-14","1_105",163,2019,"04198E9F39","04195A5B3C",9,36.5,14,12,NA,29,NA,"163-14","9-14",2019-06-12,22.77777778,50,"SSE",11.5,16.1,735.33,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-163-15","1_105",163,2019,"04198E9F39","04195A5B3C",9,36.5,15,13,NA,34,NA,"163-15","9-15",2019-06-12,22.22222222,48,"S",13.8,19.6,734.568,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-163-16","1_105",163,2019,"04198E9F39","04195A5B3C",9,36.5,16,10,NA,26,NA,"163-16","9-16",2019-06-12,22.22222222,47,"SSE",16.1,0,734.314,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-163-17","1_105",163,2019,"04198E9F39","04195A5B3C",9,36.5,17,10,NA,28,NA,"163-17","9-17",2019-06-12,22.22222222,46,"SSE",17.3,0,734.06,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-163-18","1_105",163,2019,"04198E9F39","04195A5B3C",9,36.5,18,10,NA,35,NA,"163-18","9-18",2019-06-12,21.11111111,46,"SSE",8.1,0,733.806,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-163-19","1_105",163,2019,"04198E9F39","04195A5B3C",9,36.5,19,21,NA,51,NA,"163-19","9-19",2019-06-12,18.88888889,48,"SE",4.6,0,734.06,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-163-20","1_105",163,2019,"04198E9F39","04195A5B3C",9,36.5,20,12,NA,29,NA,"163-20","9-20",2019-06-12,17.22222222,48,"E",4.6,0,733.552,0,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-164-5","1_105",164,2019,"04198E9F39","04195A5B3C",10,20,5,6,NA,18,NA,"164-5","10-5",2019-06-13,13.88888889,52,"SE",13.8,19.6,730.25,1,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-164-6","1_105",164,2019,"04198E9F39","04195A5B3C",10,20,6,7,NA,14,NA,"164-6","10-6",2019-06-13,13.88888889,50,"SSE",15,25.3,729.996,1,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-164-7","1_105",164,2019,"04198E9F39","04195A5B3C",10,20,7,1,NA,8,NA,"164-7","10-7",2019-06-13,13.88888889,50,"SE",9.2,16.1,729.488,0.8,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-164-8","1_105",164,2019,"04198E9F39","04195A5B3C",10,20,8,3,NA,6,NA,"164-8","10-8",2019-06-13,12.77777778,50,"SE",9.2,0,729.488,1,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
"1_105-164-10","1_105",164,2019,"04198E9F39","04195A5B3C",10,20,10,1,NA,5,NA,"164-10","10-10",2019-06-13,13.88888889,51,"SSE",13.8,19.6,728.218,0.8,10,"clear",0,"0","281128701","Color_Stressor","Predator_Dull","SY",135,"Fledged",2019-06-28,4,5,5,65,5,0.151745068285281,0.848254931714719,329.5,2019-06-02,"Base/2nd"
